,Date,Open,High,Low,Close,Volume,Currency,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr
0,2017-07-17,24011.4,24066.1,23913.65,24015.05,65783000,INR,21726297.474581618,65783000,0.330272220400128,0.0,0.0,0.0,-11543304.757102454,23998.266666666666,50.0,1000.0,24015.05,24015.05,24015.05,0.0,0.0,0.0,0.0,23998.266666666666,24150.716666666664,23845.81666666667,1.270508425608492,0.555045370066688,0.0,0.0,23913.65,24066.1,23989.875,0.634810254402956,0.665136110200064,0.0,0.0,0.0,0.0,0.0,24015.05,24015.05,24015.05,24015.05,0.0,0.0,0.0,-17.34382357301528,1.0,5211.715201612864,-178.31994631158355,-178.31994631158355,0.0,23989.875,23989.875,23989.875,23989.875,0.0,0.0,0.0,0.0,0.0,29098.086975806465,28897.097358870964,4.0,4.0,0.0,23913.65,25198.8,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,66.5136110200064,66.5136110200064,-33.4863889799936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24015.05,-17.831994631158356,0.0,0.0
1,2017-07-18,23958.15,24147.45,23942.1,24022.05,75082000,INR,5108440.644778753,140865000,0.0362647971091382,525574000.0,15015.203377640506,15015.203377640506,-11708535.835387902,24019.01839728345,100.0,1000.0,24018.55,24025.55,24011.55,0.058288281349207174,0.75,0.0,0.0,24017.733333333334,24196.63333333333,23838.833333333332,1.4897325864777662,0.5120644680454655,0.0,0.0,23913.65,24147.45,24030.550000000003,0.9734142985317569,0.463644140290839,0.0,0.0,0.5584045584037085,0.1116809116807417,0.4467236467229668,24018.55,24018.55,24016.12692307692,24015.568518518518,0.04236685227835944,0.022470015750712523,0.01989683652764692,5.693044569967583e-05,2.054759778994093,5208.215201612864,-178.20019306568526,-178.26006968863442,0.05987662294916163,24030.550000000003,24030.550000000003,24030.550000000003,24030.550000000003,0.0,0.0,0.0,0.0,66.66666666666667,29098.086975806465,28897.097358870964,8.0,4.0,4.0,23913.65,25198.8,0.0,0.0,100.0,0.0,0.0,0.0,100.0,22.344885410844295,46.364414029083896,56.43901252454515,-53.635585970916104,0.0,0.0,0.0023251773447425165,0.00046503546894850333,0.0018601418757940133,1.1159625652875214,0.2231925130575043,0.892770052230017,24017.71468358614,0.02914838819823018,0.029144140880887903,0.02914838819823018
2,2017-07-19,24069.2,24180.75,24053.7,24152.65,72823000,INR,45718511.87657874,213688000,0.21394983282439228,1809161114.2857368,12639.924886368372,13827.564132004438,417799.9378217075,24056.510524534213,100.0,1005.4366717245198,24063.25,24189.809814580567,23936.690185419433,1.0518929453051191,0.8531926792729697,0.0,0.0,24054.833333333332,24216.45,23893.216666666664,1.3437354932134384,0.8026193668144833,0.0,0.0,23913.65,24180.75,24047.2,1.1099913768921428,0.8947959565705776,0.0,0.0,11.407771040816442,2.370898937507882,9.03687210330856,24063.25,24063.25,24037.130473372777,24025.72270233196,0.08321935036623193,0.03835541018572754,0.044863940180504394,0.0012116011885434776,3.061311920970954,5163.515201612863,-176.67077303949864,-177.7303041389225,1.0595310994238503,24047.2,24047.2,24047.2,24047.2,0.0,0.0,0.0,0.0,100.00000000000492,29098.086975806465,28897.097358870964,12.0,4.0,8.0,23913.65,25198.8,1.0,0.0,100.0,0.0,0.0,0.0,100.0,40.764762826718865,89.47959565705777,67.45254023538268,-10.52040434294223,0.0,0.0,0.047481489660700996,0.009868326307299002,0.03761316335340199,1.6944818363888798,0.5174503777237794,1.1770314586651005,24071.501559868502,0.5436671724519782,0.542194637196225,0.5729740308681563
3,2017-07-20,24170.65,24299.6,24170.65,24213.35,91515000,INR,14811352.124734174,305203000,0.04852951027589563,2344275312.2448792,16612.801180133978,14755.976481380952,625908.5758993817,24107.891596631314,100.0,1005.4366717245198,24100.775,24270.806019228847,23930.743980771156,1.4110004282339073,0.8310425371516537,0.0,0.0,24098.091666666667,24251.541666666664,23944.641666666666,1.2735448277197516,0.8755566416856763,0.0,0.0,23913.65,24299.6,24106.625,1.6014007848295213,0.7765254566653694,0.0,0.0,24.620149099224363,6.820748969851179,17.799400129373183,24100.775,24100.775,24064.241169776964,24039.62102067774,0.12334062344801613,0.039121822304768364,0.08421880114324777,0.00354331615839106,4.038642318577615,5125.990201612862,-175.38684716740354,-177.14443989604274,1.757592728639196,24106.625,24106.625,24106.625,24106.625,0.0,0.0,0.0,0.0,107.66359016903421,29098.086975806465,28897.097358870964,16.0,4.0,12.0,23924.334000000003,25198.8,0.0,0.0,100.0,0.0,0.0,0.0,100.0,40.88476901047572,77.65254566653695,71.16551845089286,-22.34745433346305,0.0,0.0,0.10241488032630497,0.028377637111100196,0.07403724321520477,4.246546844170246,1.2632696710130729,2.9832771731571732,24132.890362132355,0.2513181783365237,0.2510029023227389,0.8257321971014031
4,2017-07-21,24231.4,24289.3,24066.9,24257.05,65322000,INR,61188797.26861888,370525000,0.1651408063386246,2417174753.3527603,-19415.143443250046,6213.196500223203,347886.2910557892,24124.908560735897,78.51851721412294,1007.2512732792143,24132.03,24328.901629240983,23935.158370759014,1.6316209555597643,0.8175165474121396,0.0,0.0,24119.356666666667,24286.596666666665,23952.11666666667,1.3867699898573687,0.9116638762656493,0.0,0.0,23913.65,24299.6,24106.625,1.5993267039697743,0.8897525586215842,0.0,0.0,38.17719573644354,13.09203832316965,25.085157413273887,24132.03,24132.03,24093.90406673435,24055.726870997907,0.13842684126167967,0.07616783959745071,0.06225900166422896,0.0069116398501113,5.094487370928896,5094.735201612864,-174.31745068153194,-176.57904205314057,2.261591371608631,24106.625,24106.625,24106.625,24106.625,0.0,0.0,0.0,0.0,69.75104142749373,29098.086975806465,28897.097358870964,20.0,4.0,16.0,23946.849960000003,25198.8,0.0,0.0,100.0,0.0,0.0,0.0,100.0,52.08556753400694,88.97525586215842,85.36913239525104,-11.024744137841584,0.0,0.0,0.1587031476586591,0.05444273922061198,0.10426040843804711,3.2059809011807148,1.6518119170466012,1.5541689841341135,24187.683863054575,0.1804789506615112,0.1803162830945837,1.0077014205675194
5,2017-07-24,24307.7,24460.55,24234.65,24420.85,74481000,INR,109490995.14378415,445006000,0.24604386265305225,3814719474.3023586,51409.15132718362,15252.387465615286,620838.5232544187,24166.267236434265,82.76836687409417,1007.2512732792143,24180.166666666668,24460.597535549216,23899.73579778412,2.319511463658626,0.9291313119208279,0.0,0.0,24161.466666666664,24338.483333333334,23984.45,1.4652808052491277,1.2326522926278083,1.0,0.0,23913.65,24460.55,24187.1,2.261771010676785,0.9274090327299307,0.0,0.0,61.43041238114529,22.75971313476478,38.67069924638051,24180.166666666668,24180.166666666668,24144.20344108291,24082.773028701766,0.19620034076882395,0.0821374197083633,0.11406292106046065,0.012147696941227432,6.1989319817148125,5046.598534946195,-172.67044437294427,-175.9276091064412,3.2571647334969214,24187.1,24187.1,24187.1,24187.1,0.0,0.0,0.0,0.0,131.63488590184477,29098.086975806465,28897.097358870964,24.0,4.0,20.0,23968.014962400004,25198.8,0.0,0.0,100.0,0.0,0.0,0.0,100.0,58.25050595907345,92.74090327299307,86.45623493389614,-7.259096727006927,32.44833333333008,0.0,0.25508031117484986,0.09457025361145956,0.16051005756339032,3.386436485639157,1.9987368307651125,1.3876996548740446,24290.897798918213,0.6752676026144933,0.6729978829969951,1.6897737044061945
6,2017-07-25,24622.9,24624.65,24450.2,24520.7,76546000,INR,94813645.18677616,521552000,0.18179135577425867,4361633563.687759,43261.530648238004,19920.577996052405,815921.1683924366,24219.922285633394,85.6958097267511,1007.2512732792143,24228.81428571429,24581.24180496687,23876.386766461706,2.9091602675775934,0.9141074381829419,0.0,0.0,24214.37857142857,24391.028571428575,24037.72857142857,1.4590504520189278,1.3670292345638975,1.0,0.0,23913.65,24624.65,24269.15,2.9345224723572936,0.8537974683544294,0.0,0.0,86.91392499587528,35.59055550698688,51.323369488888396,24228.81428571429,24228.81428571429,24202.12598860862,24115.212063612744,0.2502464710555606,0.0811507931158784,0.16909567793968217,0.0191967706823043,7.2782802549855745,4997.950915898575,-171.0059557197513,-175.2245157654855,4.218560045734193,24269.15,24269.15,24269.15,24269.15,0.0,0.0,0.0,0.0,151.6107810984821,29098.086975806465,28897.097358870964,28.000000000000004,4.0,24.000000000000004,24007.417765408005,25198.8,0.0,0.0,100.0,0.0,0.0,0.0,100.0,56.81654061039105,85.37974683544293,89.0319686568648,-14.620253164557065,75.93428571428376,0.0,0.3604111992322847,0.1477384427356246,0.21267275649666012,3.7139498806457483,2.34177944074124,1.3721704399045085,24383.96749710556,0.40887192706233755,0.4080383172903268,2.10555464177673
7,2017-07-26,24578.15,24720.9,24484.9,24670.7,132702000,INR,171061065.5257584,654254000,0.261459716754897,6582157340.303794,11644.210335940745,18738.239758893596,1124750.4624363615,24302.185403400923,88.95979881271433,1007.2512732792143,24284.05,24724.62583626431,23843.47416373569,3.6285202531234297,0.9388007332386274,0.0,0.0,24265.76875,24449.8375,24081.7,1.5171062734206626,1.599945672472918,1.0,0.0,23913.65,24720.9,24317.275,3.324198393595797,0.9378135645710738,0.0,0.0,117.85497989349824,52.043440384289156,65.81153950920908,24284.05,24284.05,24274.214298053448,24156.35931815995,0.281777318394906,0.0991177994174157,0.18265951897749028,0.02833675421116752,8.396339771470684,4942.715201612864,-169.116053983973,-174.46095804279645,5.3449040588234595,24317.275,24317.275,24317.275,24317.275,0.0,0.0,0.0,0.0,131.0388202248795,29098.086975806465,28897.097358870964,32.0,4.0,28.0,24069.140988867206,25198.8,0.0,0.0,100.0,0.0,0.0,0.0,100.0,63.89470919252559,93.78135645710738,90.63400218851446,-6.218643542892626,123.60187500000029,0.0,0.48788386669219136,0.21576752752693795,0.2721163391652534,9.738362762300998,3.8210961050531917,5.917266657247806,24488.79835668017,0.6117280501780176,0.6098645898195088,2.7301629603103006
8,2017-07-27,24857.5,25032.25,24799.4,24922.4,152248992,INR,179659194.12700483,806502992,0.22276320845565423,11116287904.031837,47858.82999474925,22378.313538375554,2365078.315166258,24418.440011262683,91.27191544045584,1007.2512732792143,24354.977777777778,24932.49280328911,23777.462752266445,4.742480414318221,0.9912618695243699,0.0,0.0,24338.240740740745,24527.729629629626,24148.751851851852,1.5571288895313973,2.041407685391523,1.0,0.0,23913.65,25032.25,24472.95,4.592900926481827,0.9017968889683545,0.0,0.0,160.8321029056715,73.80117288856562,87.03093001710587,24354.977777777778,24354.977777777778,24373.935175275994,24213.103072370322,0.34475274913619636,0.10514909370053749,0.23960365543565887,0.04047002447823017,9.528448229186115,4871.787423835085,-166.6892449516185,-173.59743436599888,6.908189414380388,24472.95,24472.95,24472.95,24472.95,0.0,0.0,0.0,0.0,158.9268461065972,29098.086975806465,28897.097358870964,36.0,4.0,32.0,24147.352070203142,25198.8,0.0,0.0,100.0,0.0,0.0,0.0,100.0,67.14367999232203,90.17968889683544,89.78026406312858,-9.820311103164553,186.49777777777854,0.0,0.6642358165533838,0.30546118533222716,0.35877463122115666,15.430140967251452,6.142905077492845,9.287235889758607,24629.9853796564,1.0202385826101334,1.0150692785416027,3.7782557188096755
9,2017-07-28,24744.55,24859.75,24651.05,24811.3,100039000,INR,233249803.61430663,706463992,0.2572961933067372,7940484932.02726,-33467.645118404165,16173.207020955588,1107345.389727044,24457.680554624763,80.28745781972569,1002.7611111575357,24400.61,25013.09186389476,23788.128136105242,5.0202176412373145,0.8352670701042725,0.0,0.0,24381.82,24573.23,24190.41,1.5701042826171292,1.6218849589885582,1.0,0.0,23913.65,25032.25,24472.95,4.584311621717648,0.8024763096728044,218.4449999999997,0.0,183.80811548892962,95.80256140863841,88.0055540802912,24400.61,24400.61,24441.222071387376,24257.413955898446,0.3402329209828109,0.15316301638849203,0.18706990459431885,0.05309608519622707,10.641311882876018,4826.155201612863,-165.12792874342912,-172.13165463620396,7.003725892774838,24487.175,24472.95,24480.0625,24472.95,0.0,0.0,0.0,0.0,98.88495581171063,29098.086975806465,28897.097358870964,36.0,4.0,32.0,24271.2377803747,25198.8,0.0,0.0,86.55898064090972,0.0,0.0,0.0,92.65776796534608,65.26409039824735,80.24763096728044,88.0695587737411,-19.75236903271956,259.40499999999884,0.0,0.7577399463236465,0.39591693753051105,0.36182300879313545,14.782828392924582,7.870889740579193,6.911938652345389,24689.54949593943,-0.4457837126440545,-0.4467802910619767,3.315629157549127
